score,DiffFlowsTot,DiffFlowsP1,DiffFlowsP2,FDIOutflowsP1,FDIInflowsP1,FDIOutflowsP2,FDIInflowsP2,Party1,Party2,ISO-Party1,ISO-Party2,Year of signature,name,Parties,Treaty type,Status,Date of entry into force,Originally mapped,"criteria/Preamble/Reference to right to regulate (e.g. regulatory autonomy, policy space, flexibility to introduce new regulations)",criteria/Preamble/Reference to sustainable development,"criteria/Preamble/Reference to social investment aspects (e.g. human rights, labour, health, CSR, poverty reduction)","criteria/Preamble/Reference to environmental aspects (e.g. plant or animal life, biodiversity, climate change)",criteria/Scope and Definitions/Definition of investment/Type of definition,criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Excludes portfolio investment,"criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Excludes other specific assets (e.g. sovereign debt, ordinary commercial transactions, etc.)",criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Lists required characteristics of investment,"criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Contains ""in accordance with host State laws"" requirement",criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Sets out closed (exhaustive) list of covered assets,criteria/Scope and Definitions/Definition of investor/Definition included,criteria/Scope and Definitions/Definition of investor/Specifying natural persons covered/Includes permanent residents,criteria/Scope and Definitions/Definition of investor/Specifying natural persons covered/Excludes dual nationals,criteria/Scope and Definitions/Definition of investor/Specifying legal entities covered/Includes requirement of substantial business activity,criteria/Scope and Definitions/Definition of investor/Specifying legal entities covered/Defines ownership and control of legal entities,criteria/Scope and Definitions/Denial of benefits (DoB)/DoB clause included,"criteria/Scope and Definitions/Denial of benefits (DoB)/Content of the DoB clause/""Substantive business operations"" criterion",criteria/Scope and Definitions/Denial of benefits (DoB)/Content of the DoB clause/Applies to investors from States with no diplomatic relations or under economic/trade restrictions,"criteria/Scope and Definitions/Denial of benefits (DoB)/Content of the DoB clause/Discretionary (""Party may deny"") or mandatory (""benefits shall be denied"")",criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes taxation,"criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes subsidies, grants",criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes government procurement,criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes other subject matter,criteria/Scope and Definitions/Temporal scope of the treaty/Investments covered,criteria/Scope and Definitions/Temporal scope of the treaty/Disputes covered,criteria/Standards of Treatment/National treatment (NT)/Type of NT clause,"criteria/Standards of Treatment/National treatment (NT)/Reference to ""like circumstances"" (or similar)",criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Type of MFN clause,criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Exceptions from MFN obligation/Economic integration agreements,criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Exceptions from MFN obligation/Taxation treaties,criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Exceptions from MFN obligation/Procedural issues (ISDS),criteria/Standards of Treatment/Fair and equitable treatment (FET)/Type of FET clause,criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/By reference to international law,criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/By listing FET elements (exhaustive or indicative list),criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET modifiers,criteria/Standards of Treatment/Full protection and security,"criteria/Standards of Treatment/Prohibition on unreasonable, arbitrary or discriminatory measures",criteria/Standards of Treatment/Expropriation/Scope of measures covered,criteria/Standards of Treatment/Expropriation/Refining expropriation clause/Indirect expropriation defined,criteria/Standards of Treatment/Expropriation/Refining expropriation clause/Carve-out for general regulatory measures,criteria/Standards of Treatment/Expropriation/Refining expropriation clause/Carve-out for compulsory licenses in conformity with WTO,criteria/Standards of Treatment/Protection from strife/Specifications/Relative right to compensation (comparator),criteria/Standards of Treatment/Protection from strife/Specifications/Absolute right to compensation in certain circumstances,criteria/Standards of Treatment/Transfer of funds/Includes transfer of funds,criteria/Standards of Treatment/Transfer of funds/Exceptions to the transfer of funds obligation/Balance-of-payments exception,"criteria/Standards of Treatment/Transfer of funds/Exceptions to the transfer of funds obligation/Other specific exceptions (e.g. to protect creditors, etc.)",criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Includes prohibition of PRs,criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Type of PR clause,criteria/Standards of Treatment/Umbrella clause,criteria/Standards of Treatment/Entry and sojourn of personnel (subject to local laws),criteria/Standards of Treatment/Senior management (nationality),criteria/Other Clauses/Transparency/Directed at States (obligation to publish laws and regulations),criteria/Other Clauses/Transparency/Directed at investors,"criteria/Other Clauses/Health and environment (any mentioning in the text, except preamble)","criteria/Other Clauses/Labour standards (any mentioning in the text, except preamble)","criteria/Other Clauses/Right to regulate (any mentioning in the text of this or similar concepts, except preamble)","criteria/Other Clauses/Corporate social responsibility (any mentioning in the text, except preamble)","criteria/Other Clauses/Corruption (any mentioning in the text, except preamble)",criteria/Other Clauses/Not lowering of standards (typically environment and/or labour standards),criteria/Other Clauses/Subrogation clause,"criteria/Other Clauses/Non-derogation clause (in case of IIA’s conflict with other norms, more favourable rules apply to investors)",criteria/Other Clauses/Investment promotion/Reference to specific promotion activities in text of agreement (not preamble),criteria/Exceptions/Essential security exception/Exception included,criteria/Exceptions/Essential security exception/Exception defined (exceptional circumstances described in more detail),criteria/Exceptions/Essential security exception/Exception self-judging,criteria/Exceptions/General public policy exceptions/Public health and environment,"criteria/Exceptions/General public policy exceptions/Other public policy exceptions (e.g. cultural heritage, public order, etc.)",criteria/Exceptions/Prudential carve-out (concerns financial measures),criteria/Exceptions/Scheduling and reservations (in treaty texts and annexes),criteria/State-State Dispute Settlement (SSDS)/SSDS included,criteria/Investor-State Dispute Settlement (ISDS)/ISDS included,criteria/Investor-State Dispute Settlement (ISDS)/Alternatives to arbitration,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Scope of claims: general approach (chapeau paragraph of ISDS clause),criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Limitations to the scope of ISDS/Limitation of provisions subject to ISDS,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Limitations to the scope of ISDS/Exclusion of policy areas from ISDS,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Limitations to the scope of ISDS/Special mechanism for taxation or prudential measures,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Type of consent to arbitration,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/Domestic courts of the host State,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/ICSID,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/UNCITRAL,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/Other forums,criteria/Investor-State Dispute Settlement (ISDS)/Forums/Relationship between forums,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Limitation period for submission of claims,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Provisional measures,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Consolidation of claims,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Limited remedies (specifying available types of remedies),criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Treaty interpretation/Affirms binding interpretation by contracting parties or their joint committee,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Treaty interpretation/Requires certain questions to be submitted to contracting parties (renvoi),criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Treaty interpretation/Regulates submissions by non-disputing State party,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Transparency in arbitral proceedings/Requires documents to be made publicly available,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Transparency in arbitral proceedings/Requires hearings to be open to the public,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Transparency in arbitral proceedings/Regulates amicus curiae submissions by third (non-disputing) parties,criteria/Institutional Issues/Mechanism for consultations between State parties,criteria/Institutional Issues/Institutional framework (committee),criteria/Institutional Issues/Technical cooperation/capacity building,"criteria/Treaty Duration, Amendment and Termination/Treaty duration/Years of initial treaty term","criteria/Treaty Duration, Amendment and Termination/Automatic renewal","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/Unilateral termination/Includes modalities for unilateral termination","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/Unilateral termination/Length of notice period","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/Includes modalities for amendment or renegotiation","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/""Survival""/""sunset"" clause length",Date of termination,Type of termination,MaxGDPCurrent
1.0,0.8387,4.3887,5.2274,0.0241579441566191,4.364535244295849,3.12478930521707,2.1025770249554,Afghanistan,Germany,AFG,DEU,2005,Afghanistan - Germany BIT (2005),1. Afghanistan 2. Germany,Bilateral Investment Treaties,In force,12/10/2007,02-2013,0,0,0,0,Asset-based definition,0.0,0.0,0,0,0,1,0,0,0,0,0,,,,0,0,0,0,-1,0,-1,0,1,1,1.0,0.0,-1,0,0,None,-1,-1,-1,0.0,0.0,0.0,-1,0,1,0,0,0,,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,,,0,0,0,0,-1.0,-1.0,0,-1,0,0.0,0.0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,-1,1.0,One year prior notice,0.0,-1,,,2845802760850.64
3.0,2.6817,3.5624,0.8807,-0.0133925697947868,3.57581613520808,0.192694059289221,0.6880166091288221,Afghanistan,Turkey,AFG,TUR,2004,Afghanistan - Turkey BIT (2004),1. Afghanistan 2. Turkey,Bilateral Investment Treaties,In force,19/07/2005,03-2015,0,0,0,0,Asset-based definition,0.0,0.0,0,1,0,1,0,0,0,0,0,,,,0,0,0,0,-1,0,-1,0,1,1,1.0,0.0,-1,0,0,None,-1,-1,-1,0.0,0.0,0.0,-1,0,1,0,0,0,,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,-1.0,-1.0,0,-1,0,0.0,0.0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-1.0,-1,1.0,One year prior notice,1.0,1,,,404786739600.14
0.0,3.6832,4.8932,1.21,0.0,4.8932121062429905,0.619051367581806,0.590980048987765,Albania,Austria,ALB,AUT,1993,Albania - Austria BIT (1993),1. Albania 2. Austria,Bilateral Investment Treaties,In force,01/08/1995,11-2016,0,0,0,0,Asset-based definition,0.0,0.0,0,1,0,1,0,0,0,0,0,,,,0,0,0,0,-1,0,-1,0,1,1,1.0,0.0,-1,0,0,None,-1,0,-1,0.0,0.0,0.0,,,1,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,,,0,0,0,0,-1.0,-1.0,0,-1,0,0.0,0.0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,-1,1.0,One year prior notice,0.0,1,,,190379720927.48102
6.0,5.8998,8.1265,14.0263,0.6751590145024661,7.451357340068129,6.4302381110520495,7.59608356760687,Albania,Azerbaijan,ALB,AZE,2012,Albania - Azerbaijan BIT (2012),1. Albania 2. Azerbaijan,Bilateral Investment Treaties,In force,13/07/2012,04-2015,0,1,0,1,Asset-based definition,0.0,0.0,0,1,0,1,0,0,1,0,1,1,1,Unilaterally discretionary,0,0,0,0,-1,1,-1,1,1,1,1.0,0.0,-1,0,0,None,-1,-1,-1,0.0,0.0,0.0,-1,-1,1,0,1,-1,0,0,-1,0,-1,1,0,0,0,0,0,0,1,-1,0,0,,,0,0,0,0,-1.0,-1.0,0,-1,0,0.0,0.0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-1.0,0,1.0,One year prior notice,1.0,1,,,69683935845.2138
1.0,,,,,,,,Albania,BLEU (Belgium-Luxembourg Economic Union),ALB,BLEU (Belgium-Luxembourg Economic Union),1999,Albania - BLEU (Belgium-Luxembourg Economic Union) BIT (1999),1. Albania 2. BLEU (Belgium-Luxembourg Economic Union),Bilateral Investment Treaties,In force,18/10/2002,02-2016,0,0,0,0,Asset-based definition,0.0,0.0,0,1,0,1,0,0,0,0,0,,,,0,0,0,0,-1,0,-1,0,1,1,1.0,0.0,-1,0,0,None,-1,-1,-1,0.0,0.0,0.0,-1,0,1,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,,,0,0,0,0,-1.0,-1.0,0,-1,0,0.0,0.0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,-1,1.0,Six months prior notice,0.0,0,,,
3.0,7.059,12.5229,5.4639,2.84081735317236,9.682069945843711,0.20639442479695,5.25750194631408,Albania,Bosnia and Herzegovina,ALB,BIH,2008,Albania - Bosnia and Herzegovina BIT (2008),1. Albania 2. Bosnia and Herzegovina,Bilateral Investment Treaties,In force,06/04/2009,,0,0,0,0,Asset-based definition,0.0,0.0,0,1,0,1,0,0,1,0,0,,,,0,0,0,0,1,1,-1,0,1,1,1.0,0.0,-1,0,0,None,-1,-1,-1,0.0,0.0,0.0,-1,0,1,0,0,0,,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,,,,,0,0,-1.0,-1.0,0,-1,0,0.0,0.0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-1.0,-1,1.0,One year prior notice,1.0,1,,,19112739664.4697
2.0,1.729,2.8177,1.0887,0.0,2.81772280812469,0.00185616438356164,1.08688736681887,Albania,Bulgaria,ALB,BGR,1994,Albania - Bulgaria BIT (1994),1. Albania 2. Bulgaria,Bilateral Investment Treaties,In force,28/01/1996,02-2014,0,0,0,0,Asset-based definition,0.0,0.0,0,1,0,1,0,0,0,0,0,,,,0,0,0,0,-1,0,-1,0,1,1,1.0,0.0,-1,0,0,None,-1,0,-1,0.0,0.0,0.0,-1,0,1,0,0,0,,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,,,0,0,0,0,-1.0,-1.0,0,-1,1,0.0,0.0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-1.0,1,1.0,One year prior notice,0.0,1,,,9697416974.16974
4.0,2.283,4.8932,7.1762,0.0,4.8932121062429905,0.989361480463352,6.1868820761248,Albania,China,ALB,CHN,1993,Albania - China BIT (1993),1. Albania 2. China,Bilateral Investment Treaties,In force,01/09/1995,08-2014,0,0,0,0,Asset-based definition,0.0,0.0,0,1,0,1,0,0,0,0,0,,,,0,0,0,0,-1,0,0,,1,1,1.0,0.0,-1,0,0,FET combined with NT or MFN,-1,0,-1,0.0,0.0,0.0,-1,0,1,0,0,0,,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,,,0,0,0,0,-1.0,-1.0,0,-1,0,0.0,0.0,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,-1,1.0,One year prior notice,0.0,1,,,444731282436.762
2.0,,4.8932,,0.0,4.8932121062429905,,,Albania,Croatia,ALB,HRV,1993,Albania - Croatia BIT (1993),1. Albania 2. Croatia,Bilateral Investment Treaties,In force,16/04/1994,04-2013,0,0,0,0,Asset-based definition,0.0,0.0,0,0,0,1,0,0,0,0,0,,,,0,0,0,0,0,0,-1,0,1,1,1.0,0.0,0,,,,-1,0,-1,0.0,0.0,0.0,-1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,,,0,0,0,0,-1.0,-1.0,0,-1,0,0.0,0.0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-1.0,-1,1.0,Six months prior notice,0.0,1,,,1185315468.46295
1.0,234.312,9.5271,243.8391,0.3889226760696521,9.13812979653231,123.24457295476002,120.59452219694201,Albania,Cyprus,ALB,CYP,2010,Albania - Cyprus BIT (2010),1. Albania 2. Cyprus,Bilateral Investment Treaties,In force,07/11/2011,03-2015,0,0,0,0,Asset-based definition,0.0,0.0,0,1,0,1,0,0,0,0,0,,,,0,0,0,0,-1,1,-1,0,1,1,1.0,0.0,-1,0,0,None,-1,-1,-1,0.0,0.0,0.0,-1,-1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,,,0,0,0,0,-1.0,-1.0,0,-1,0,0.0,0.0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,1,1.0,Six months prior notice,0.0,1,,,25732432719.0773
2.0,0.7263,2.8177,2.0914,0.0,2.81772280812469,0.24460784023268103,1.8467831969829198,Albania,Czechia,ALB,CZE,1994,Albania - Czech Republic BIT (1994),1. Albania 2. Czechia,Bilateral Investment Treaties,In force,07/07/1995,,0,0,0,0,Asset-based definition,0.0,0.0,0,1,0,1,0,0,0,0,0,,,,0,0,0,0,Inconclusive,0,-1,0,1,1,1.0,0.0,-1,0,0,None,-1,0,-1,0.0,0.0,0.0,-1,-1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,,,0,0,0,0,-1.0,-1.0,0,-1,0,0.0,0.0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-1.0,-1,1.0,One year prior notice,0.0,1,,,47554674590.9328
